key,text,notes,english
event_jerusalem_rebuilt,Το τείχος της Ιερουσαλήμ ξαναχτίστηκε το 455 π.Χ.,,Jerusalem wall rebuilt 455 B.C.E.
event_destruction_jerusalem2,Καταστροφή της Ιερουσαλήμ 70 Κ.Χ. από τη Ρώμη υπό τον Τίτο,,Destruction of Jerusalem 70 C.E. by Rome under Titus
event_1914,"Τέλος της εποχής των εθνών (Λουκάς 21:24), η βασιλεία του Θεού αρχίζει να κυβερνά στον ουρανό το 1914 Κ.Χ.",include scripture Luke 21:24,"End of the time of the nations (Luke 21:24), God’s kingdom starts to rule in heaven 1914 C.E. "
became_king,έγινε βασιλιάς σε ηλικία,,became king at age
vulgate,Η Βουλγάτα συμπλήρωσε ο Ιερώνυμος (Λατινική μετάφραση της Βίβλου) γ. 405 Κ.Ε.,,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.
gutenberg,Η Βίβλος του Gutenberg τυπώθηκε το 1455,,Gutenberg bible printed 1455
erasmus,Ελληνικό κείμενο Χριστιανικών Ελληνικών Γραφών που εκδόθηκε από τον Desiderius Erasmus του Ρότερνταμ 1516,,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516
luther,Μετάφραση της Βίβλου του Λούθηρου τον Σεπτέμβριο του 1522,,Luther Bible translation in September 1522
tyndale,Μετάφραση της Αγγλικής Βίβλου από τον Tyndale 1536,,English Bible translation by Tyndale 1536
king_james,Βίβλος του Βασιλιά Τζέιμς 1611,,King James Bible 1611
69weeks3,"Ο Ιησούς ξεκινά την υπηρεσία του το 29 Κ.Χ. (Λουκάς 3:1, 21)",,"Jesus starts his service 29 CE (Luke 3:1, 21)"
ransom,μέσα της εβδομάδας «θυσία για να σταματήσει» Δανιήλ 9:27,,middle of week “sacrifice to cease” Daniel 9:27
cornelius,Ο Κορνήλιος βάφτισε στο τέλος των 70 εβδομάδων (Δανιήλ 9:24) το 36 Κ.Χ.,,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus,τέλος της προκολομβιανής περιόδου στην Αμερική 1492,,end of the pre-columbian period in the Americas 1492
declaration_independence,Διακήρυξη ανεξαρτησίας 13 αποικιών στην Αμερική το 1776,,declaration of independence of 13 colonies in America 1776
tischendorf,Ο Tischendorf ανακαλύπτει τον Codex Sinaiticus από τον 4ο αιώνα το 1844,,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls,Γραμμένοι χειρόγραφοι της Νεκράς Θάλασσας,,Dead Sea Scrolls written
septuagint,Εβδομήκοντα LXX μεταφρασμένο,,Septuagint LXX translated
watchtower,Το πρώτο τεύχος της «Σκοπιάς της Σιών και Κήρυξ της Παρουσίας του Χριστού» εκδίδεται το 1879,,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama,Το «Photo-Drama of Creation» προβάλλεται για πρώτη φορά στη Νέα Υόρκη στις 11 Ιανουαρίου 1914,,"The “Photo-Drama of Creation” is first shown in New York on January 11, 1914"
jehovahs_witnesses,"Οι Σπουδαστές της Γραφής υιοθέτησαν ένα νέο όνομα - Μάρτυρες του Ιεχωβά (Ησαΐας 43:10, 12) στο Κολόμπους, Οχάιο, 1931",include scripture,"The Bible Students adopted a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931"
gilead_school,Η Βιβλική Σχολή Γαλαάδ της Σκοπιάς ξεκίνησε τη Δευτέρα 1 Φεβρουαρίου 1943,,"Watchtower Bible School of Gilead began on Monday, February 1, 1943"
new_world_translation1,"Η «Μετάφραση Νέου Κόσμου των Αγίων Γραφών» που κυκλοφόρησε στο Μάντσεστερ της Αγγλίας στις 18 Ιουνίου 1960, επαναφέρει το όνομα Ιεχωβά σε πολλά μέρη της Βίβλου",hightlight reintroduction of Jehovah’s name,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduce the name Jehovah in many parts of the Bible"
truth_book,Το βιβλίο «Η αλήθεια που οδηγεί στην αιώνια ζωή» κυκλοφόρησε το 1968,,The book “The Truth That Leads to Eternal Life” released 1968
metropolitan,Έναρξη μητροπολιτικής μαρτυρίας το 2011,,Start of metropolitan witnessing in 2011
jw_org,Έναρξη του JW.ORG με οδηγίες στη διακονία της βασιλείας Δεκέμβριος 2012,,Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2,"Αναθεωρημένη «Μετάφραση Νέου Κόσμου των Αγίων Γραφών» που κυκλοφόρησε στην ετήσια συνάντηση 2013, βελτιστοποιημένη για ψηφιακή και διαδικτυακή χρήση",new edition with digital and online in mind,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online"
jw_broadcasting,Έναρξη εκπομπής του jw. τον Οκτώβριο του 2014,,Start of jw.broadcasting in October 2014
meeting_workbook,"Νέα μορφή συνάντησης μεσοβδόμαδα με ""βιβλίο εργασίας συνάντησης"" από τον Ιανουάριο του 2016",,New format of midweek meeting with “meeting workbook” starting January 2016
covid19,COVID-19,,Covid-19
cold_war,Γεωπολιτική κατάσταση με την ένδειξη «Ψυχρός Πόλεμος» 1945-1991,,Geopolitical situation labeled “Cold War” 1945-1991
timeline_created,"Αυτό το χρονοδιάγραμμα δημιουργήθηκε το 2023, το πιο ζεστό έτος στην ανθρώπινη ιστορία και τα τελευταία 125.000 χρόνια",,"This timeline was created in 2023, the hottest year in human history and the last 125,000 years"
codex_sinaiticus,Συντάχθηκε ο Σιναϊτικός Κώδικας,,Codex Sinaiticus written
codex_vaticanus,Γράφτηκε ο Κώδικας του Βατικανού,,Codex Vaticanus written
leningrad_codex,Ο Κώδικας του Λένινγκραντ γράφτηκε στο Κάιρο το 1008 μ.Χ,,Leningrad Codex written in Cairo AD 1008
john,Ο Ιωάννης γράφει «αποκάλυψη» ενώ ήταν εξόριστος στην Πάτμο 96-98 Κ.Χ.,,John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1,Α' Σύνοδος Νίκαιας,,First Council of Nicaea
buddha,Ο Βούδας – Σιντάρτα Γκαουτάμα περ. 563-γ.483 π.Χ.,,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2,Ο Βούδας εναλλακτικά γ. 480-400 π.Χ.,,Buddha alternatively c. 480-400 B.C.E.
mohammed,Μωάμεθ γ. 570-632 Κ.Ε.,,Mohammed c. 570-632 C.E.
confucius,Κομφούκιος c.551-c.479 B.C.E.,,Confucius c.551-c.479 B.C.E.
hijrah,"Hijrah - Ταξίδι στη Μέκκα στη Μεδίνα, 16 Ιουλίου 622",,Hijrah - Journey Mecca to Medina 16 July 622
moses_escape,"1553 π.Χ. Ο Μωυσής πρέπει να ξεφύγει από την Αίγυπτο - Έξοδος 2:15, Πράξεις 7:23",,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23"
10plagues,1513 π.Χ. Η Αίγυπτος δέχεται 10 πληγές,,1513 B.C.E Egypt receives 10 plagues
joseph_sold,Ο Ιωσήφ πουλήθηκε ως σκλάβος σε ηλικία 17 ετών - Γεν. 37:2,,Joseph sold as slave at the age of 17 – Gen 37:2
infliction,400 χρόνια πρόκληση (Πράξεις 7:6) - Ισμαήλ 1913 π.Χ.,,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander,Μέγας Αλέξανδρος (Δανιήλ 11:3),,Alexander the Great (Daniel 11:3)
persia,"Κύρος ο Μέγας, Καμβύσης Β', Δαρείος Α' 490 π.Χ., Ξέρξης Α' 480 π.Χ. (σύζυγος της Εσθήρ, Δανιήλ 11:2)",,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)"
persia2,Περσία,,Persia
king_north,"Σέλευκος Α' Νικάτορας (v5) Συρία στον Αντίοχο Γ' (v10) και Σέλευκος Δ' (v18, 19) μέχρι τον Οκταβιανό (v20) και τον Τιβέριο (v21-24)",,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)"
king_north1,Βασιλιάς του Βορρά,,King of the North
king_south,"Πτολεμαίος I, II, III, IV (v11, 12), V (v15, 16) στη μάχη Actium 31 B.C.E.",,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E."
king_south1,Βασιλιάς του Νότου,,King of the South
king_south2,"Βρετανική Αυτοκρατορία 1870, Αγγλοαμερικανική Παγκόσμια Δύναμη από το 1914",,"British empire 1870, Anglo-American World Power since 1914"
king_south3,Βασιλιάς του Νότου,,King of the South
king_north2,"Γερμανία με τον αυτοκράτορα Γουλιέλμο Α' 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",,"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,Βόρειος,,North
king_north4,"Σοβιετική Ένωση 1945-1991 (Daniel 11:32-39, 40b, 41)",,"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)"
king_north5,Ρωσία από το 2017 (w20 Μαΐου),,Russia since 2017 (w20 May)
time_of_end,"Παρουσία του Χριστού, ολοκλήρωση του συστήματος πραγμάτων (Ματθαίος 24:3), οι έσχατες ημέρες (Β' Τιμόθεο 3:1)",scriptures written out,"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)"
time_of_end2,τελευταιες μερες,,last days
suryavaman2,Ο βασιλιάς Suryavarman II χτίζει το Angkor Wat 1113-1150,,King Suryavarman II builds Angkor Wat 1113-1150
notre-dame,Η Notre-Dame de Paris χτίστηκε το 1163-1260,,Notre-Dame de Paris built 1163-1260
jehoiada,Ιεχοϊάδα,2 Kings 11:4,Jehoiada
babel,χτισμένος πύργος της Βαβέλ,,tower of Babel built
Haggai,Ο Χαγγαίος,,Haggai
Zerubbabel,Ζοροβάβελ (Λουκάς 3:27),Luke 3:27,Zerubbabel (Luke 3:27)
Babylon,"Δανιήλ 2:32, 36-38; 7:4",,"Daniel 2:32, 36-38; 7:4"
Medopersia,"Δανιήλ 2:32, 39; 7:5",,"Daniel 2:32, 39; 7:5"
Greece,"Δανιήλ 2:32, 39; 7:6",,"Daniel 2:32, 39; 7:6"
Rome,"Δανιήλ 2:33, 40; 7:7",,"Daniel 2:33, 40; 7:7"
Angloamerica,"Δανιήλ 2:33, 41-43",,"Daniel 2:33, 41-43"
Babylon_c,Βαβυλών,,Babylon
Medopersia_c,Μηδο-Περσία,,Medo-Persia
Greece_c,Ελλάδα,,Greece
Rome_c,Ρώμη,,Rome
Angloamerica_c,Αγγλο-Αμερική,,Anglo-America
infliction1,400 χρόνια πρόκληση,Acts 7:6,400 year infliction
infliction2,Πράξεις 7:6,,Acts 7:6
Jacob2,Ιάκωβος/,Jacob/Israel 1858-1711 – 147 years,Jacob/
Israel,Ισραήλ,Genesis 35:10,Israel
Sarah,Σάρα,"2008-1881 BCE – 127 years, Isaiah 51:2",Sarah
Hagar,Άγαρ,Genesis 21:14,Hagar
Haran,Χαράν,Genesis 11:26,Haran
Reumah,Reumah,Concubine – 4 sons 22:24,Reumah
Milcah,Milcah,8 sons (Bethuel and 7 more),Milcah
Lot,Παρτίδα,Genesis 11:27,Lot
Lots_wife,η γυναίκα του Λωτ,,Lot’s wife
Lots_daughters,Κόρες του Λωτ,,Daughters of Lot
Moab,Μωάβ (μεγαλύτερη κόρη),Genesis 19:37,Moab (older daughter)
Ammon,Ben-ammi (Ammon),Genesis 19:38,Ben-ammi (Ammon)
Bethuel,Bethuel,Genesis 22:23,Bethuel
Rebekah,Ρεβέκκα,,Rebekah
Laban,Laban,Genesis 24:29,Laban
Leah,Η Λία,Genesis 35:23,Leah
Rachel,Ραχήλ,Genesis 35:24,Rachel
Bilhah,Bilhah,Genesis 35:25,Bilhah
Zilpah,Ζίλπα,Genesis 35:26,Zilpah
Reuben,Ρούμπεν,,Reuben
Simeon,Συμεών,,Simeon
Levi,Levi,Genesis 35:23,Levi
Judah,Ιούδας,,Judah
Issachar,Ισαχάρ,,Issachar
Zebulun,Ζαβουλών,,Zebulun
Dinah,Η Ντίνα,Genesis 34,Dinah
Esau,Ησαύ/,,Esau/
Edom,Edom,Genesis 36:1,Edom
Ishmael,Ισμαήλ,Genesis 16:16,Ishmael
Manasseh2,(Μανασσής,Genesis 41:50-52,(Manasseh
Ephraim,και Εφραίμ),,and Ephraim)
Benjamin,Βενιαμίν,,Benjamin
Dan,Dan,Genesis 35:23,Dan
Naphtali,Νεφτάλι,,Naphtali
Gad,Βουκέντρο,,Gad
Asher,Άσερ,,Asher
Milcah1,"Ουζ, Μπουζ, Κεμουέλ,",Genesis 22:21,"Uz, Buz, Kemuel,"
Milcah2,"Chesed, Hazo,",,"Chesed, Hazo,"
Milcah3,"Pildash, Jidlaph",,"Pildash, Jidlaph"
Tebah,Tebah,Genesis 22:24,Tebah
Gaham,Gaham,,Gaham
Tahash,Tahash,,Tahash
Maacah,Maacah,,Maacah
Mahalath,Μαχαλάθ/,"Genesis 28:8, 9",Mahalath/
Basemath,Basemath,"Genesis36:3, 4",Basemath
Reuel,Ρουέλ,"36:13, 17",Reuel
Nahath,Ναχάθ,,Nahath
Zerah,Ζεράχ,,Zerah
Schammah,Schammah,,Schammah
Mizzah,Mizzah,,Mizzah
Adah,Άντα,"36:11, 12, 15, 16",Adah
Eliphaz,Ελιφάς,,Eliphaz
Teman,Teman,,Teman
Omar,Ομάρ,,Omar
Zepho,Ζεφό,,Zepho
Kenaz,Kenaz,,Kenaz
Korah,Κόρα,,Korah
Gatam,Gatam,,Gatam
Amalek,Αμαλέκ,,Amalek
Oholibamah,Οχολιμπαμά,"36:14, 18",Oholibamah
Jeush,Jeush,,Jeush
Jalam,Τζαλάμ,,Jalam
Nebaioth,Nebaioth,Genesis 25:13,Nebaioth
Kedar,Kedar,,Kedar
Adbeel,Adbeel,,Adbeel
Mibsam,Μίμπσαμ,,Mibsam
Mishma,Μίσμα,,Mishma
Dumah,Dumah,,Dumah
Massa,Μάσα,,Massa
Hadad,Ο Χαντάντ,,Hadad
Tema,Θέμα,,Tema
Jetur,Jetur,,Jetur
Naphish,Ναφίσας,,Naphish
Kedemah,Kedemah,,Kedemah
Babylon2, ,no text left and right – empty!, 
terahfam,μέλη της οικογένειας του Τάρα,,members of Terah’s family
rosetta,Πέτρα Rosetta 196 B.C.E.,,Rosetta stone 196 B.C.E.
Herodotus,"Ο Ηρόδοτος γ. 484 – περ. 425 π.Χ., γράφει The Histories",Father of History,"Herodotus c. 484 – c. 425 BC, writes The Histories"
Aristotle,Αριστοτέλης 384 – 322 π.Χ,"The First Teacher, The Philosopher",Aristotle 384 – 322 BC
Ptolemy,Πτολεμαίος γ 100 – περ. 170 C.E.,,Ptolemy c 100 – c. 170 C.E.
Pythagoras,Πυθαγόρας γ. 570 – περ. 495 π.Χ,,Pythagoras c. 570 – c. 495 BC
Plato,Πλάτων γ. 427 – περ. 348 π.Χ,,Plato c. 427 – c. 348 BC
Socrates,Σωκράτης γ. 470 – περ. 399 π.Χ,,Socrates c. 470 – c. 399 BC
Josephus,Ιώσηπος γ. 37 – γ. 100 C.E.,,Josephus c. 37 – c. 100 C.E.
Cicero,Κικέρων 106–43 π.Χ,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",Cicero 106–43 BC
lachish_letters,Γράμματα Lachish γ. 590 π.Χ.,,Lachish letters c. 590 B.C.E.
lachish_reliefs,Ανάγλυφα Lachish γ. 681 π.Χ.,,Lachish reliefs c. 681 B.C.E.
mesha_stele,Mesha Stele (Μωαβιτική πέτρα) γ. 840 π.Χ.,,Mesha Stele (Moabite stone) c. 840 B.C.E.
gilgamesh,Ο Γκιλγκαμές και ο Αγάς 💇💆💄💀💀💂,,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,Έπος του Γκιλγκαμές (Sîn-lēqi-unninni),,Epic of Gilgamesh (Sîn-lēqi-unninni)
oxyrhynchus,Πάπυροι Οξύρρυγχος,,Oxyrhynchus Papyri
p52,Πάπυρος P52,,Papyrus P52
daniel2_shift,0,Start 4.2,0
daniel2_1,Βασιλιάς Ναβουχοδονόσορ,607 BCE,King Nebuchadnezzar
daniel2_2,καταστρέφει την Ιερουσαλήμ,,destroys Jerusalem
daniel2_3,Κατακτά τη Βαβυλώνα,539 BCE,Conquers Babylon
daniel2_4,Τα διατάγματα του Κύρου επιστρέφουν,537 BCE,Cyrus decrees return
daniel2_5,των Εβραίων στην Ιερουσαλήμ,,of Jews to Jerusalem
daniel2_6,Μέγας Αλέξανδρος,331 BCE,Alexander the Great
daniel2_7,κατακτά την Περσία,,conquers Persia
daniel2_8,Κυβερνά το Ισραήλ,63 BCE,Rules over Israel
daniel2_9,Καταστρέφει την Ιερουσαλήμ,70 CE,Destroys Jerusalem
daniel2_10,"Κατά τη διάρκεια του Α' Παγκοσμίου Πολέμου,",1914-1918 CE,"During World War I,"
daniel2_11,Αγγλοαμερικανική παγκόσμια δύναμη,,Anglo-American World Power
