key,text,notes,english
Jehoash2,Yehoaş (yalnız),Jehoash (alone),Jehoash (alone)
Jeroboam2,Yarovam II,,Jeroboam II
Zechariah,Zekeriya,"reign only recorded 6 months, probably only established 792 BCE",Zechariah
Schallum,Şallum,only one month,Schallum
Menahem,Menahem,,Menahem
Pekahiah,Pekahya,,Pekahiah
Pekah,Pekah,,Pekah
Hoshea,Hoşea,9 years from c. 748,Hoshea
Elijah,İlyas,,Elijah
Elisha,Elişa,,Elisha
Jonah,Yunus,,Jonah
Amos,Amos,,Amos
Joel,Joel,,Joel
Hosea,Hoşea,,Hosea
Isaiah,İşaya,,Isaiah
Micah,Mika,,Micah
Zephaniah,Zefanya,,Zephaniah
Nahum,Nahum,,Nahum
Jeremiah,Yeremya,,Jeremiah
Habakuk,Habakuk,,Habakuk
Daniel,Daniel,,Daniel
Ezekiel,Ezekiel,,Ezekiel
Obadiah,Obadiah,,Obadiah
Malachi,Malaki,,Malachi
Ruth,Ruth,,Ruth
Ezra,Ezra,,Ezra
Nehemiah,Nehemya,,Nehemiah
Esther,Ester,,Esther
Job,İş,,Job
moses2,MÖ 1593 - 1473 – 120 yıl,,1593 to 1473 B.C.E. – 120 years
moses3,Musa,,Moses
wilderness,"Çöldeki İsrail, MÖ 1513 ila 1473. - 40 yıl",,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years
timespan_judges,MÖ 1473 - 1117 – 356 yıl,,1473 to 1117 B.C.E. – 356 years
timespan_judges2,Hakimlerin zamanı,,Time of the judges
temple1,Nisan 1513 M.Ö. MÖ 1034'te Ziv'e.,,Nisan 1513 B.C.E. to Ziv 1034 B.C.E.
temple2,Tapınağın inşasına 479 yıl kaldı – 1 Krallar 6:1,1034 BCE,479 years until the temple construction – 1 Kings 6:1
69weeks,İsa MS 29 sonbaharında vaftiz etti.,,Jesus baptized autumn 29 C.E.
69weeks2,Mesih'e 69 hafta kaldı – Daniel 9:25,,69 weeks to the Messiah – Daniel 9:25
jesus_service,"İsa'nın 3,5 yıllık hizmeti, MS 33 yılının 14 Nisan'ında idam edildi.",,"3.5 years of Jesus service, executed Nisan 14th, 33 C.E."
jesus_life,İsa MÖ 2'de doğdu.,,Jesus born 2 B.C.E.
exile,MÖ 607 ila 537 – 70 yıl (Yeremya 25:11),,607 to 537 B.C.E. – 70 years (Jeremiah 25:11)
exile2,sürgün,,exile
7times,Vahiy 12:9,,Revelation 12:9
7times2,"7 kez – Mesih Krallığının 2520 yılı, MS 1914 (Daniel 4:23)",,7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23)
ww1,Birinci Dünya Savaşı – MS 1914–1918,,World War I – 1914–1918 C.E.
ww2,İkinci Dünya Savaşı – MS 1939–1945,,World War II – 1939–1945 C.E.
30_year_war,Avrupa'da Otuz Yıl Savaşları 1618-1648,,Thirty Years' War in Europe 1618-1648
joshua,110 yıl,,110 years
joshua2,Joshua,,Joshua
caleb,85 yıldan fazla,,more than 85 years
caleb2,Caleb,,Caleb
missionary1,"Pavlus'un İlk Misyonerlik Yolculuğu, c. Barnabas ve Yuhanna Markos ile MS 47-48",,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark"
circumcision,"Antakya'da sünnet meselesi, Kudüs'te konferans c. MS 49",,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E."
missionary2,İkinci Misyoner Yolculuğu c. MS 49-52 Silas (Silvanus) ile birlikte,,Second Missionary Journey c. 49-52 C.E with Silas (Silvanus)
missionary3,Üçüncü Misyonerlik Yolculuğu c. MS 52-56,,Third Missionary Journey c. 52-56 C.E.
caesarea,Pavlus Kayserya'da gözaltında tutuluyor c. MS 56-58,,Paul in custody in Caesarea c. 56-58 C.E.
rome1,Pavlus'un Roma'daki ilk hapsedilmesi c. MS 59-61,,Paul’s first imprisonment in Rome c. 59-61 C.E.
rome2,"Pavlus'un Roma'da ikinci kez hapsedilmesi c. MS 65, 2 Timoteos yazıldı, Pavlus idam edildi",,"Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed"
Julius,Julius,,Julius
Augustus,Ağustos,Luke 2:1,Augustus
Tiberius,Tiberius,Luke 3:1,Tiberius
Caligula,Caligula,,Caligula
Claudius,Claudius,Acts 11:28,Claudius
Nero,Neron,,Nero
Galba-Otho-Vitellius,"Galba, Otho ve Vitellius (Dört İmparatorun Yılı)",,"Galba, Otho and Vitellius (Year of the Four Emperors)"
Vespasian,Vespasianus,,Vespasian
event_exodus,MÖ 14 Nisan 1513’te Mısır’dan çıkış.,,"Exodus from Egypt on Nisan 14th, 1513 B.C.E."
event_division_kingdom,İsrail'in bölünmesi MÖ 997,,Division of Israel 997 BCE
event_destruction_samaria,Samiriye'nin yıkılışı MÖ 740 Asur tarafından,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria
event_destruction_samaria2,MÖ 740 Asur tarafından,was shortened here for 2 lines,740 B.C.E. by Assyria
event_destruction_jerusalem1,"Yeruşalim'in Yıkılışı MÖ 607 Babil tarafından, krallığın bölünmesinden 390 yıl sonra (Hezekiel 4:5)",,"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)"
event_temple_rebuilt,Kudüs'teki tapınak MÖ 515'te yeniden inşa edildi.,,Temple in Jerusalem rebuilt 515 B.C.E.
event_jerusalem_rebuilt,Kudüs duvarı MÖ 455'te yeniden inşa edildi.,,Jerusalem wall rebuilt 455 B.C.E.
event_destruction_jerusalem2,Kudüs'ün MS 70'de Titus yönetimindeki Roma tarafından yıkılması,,Destruction of Jerusalem 70 C.E. by Rome under Titus
event_1914,"Milletlerin zamanının sonunda (Luka 21:24), Tanrı'nın krallığı MS 1914'te gökte hüküm sürmeye başlar.",include scripture Luke 21:24,"End of the time of the nations (Luke 21:24), God’s kingdom starts to rule in heaven 1914 C.E. "
became_king,yaşında kral oldu,,became king at age
vulgate,Jerome tarafından tamamlanan Vulgate (İncil'in Latince çevirisi) c. MS 405,,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.
gutenberg,Gutenberg'in İncil'i 1455'te basıldı,,Gutenberg bible printed 1455
erasmus,Rotterdamlı Desiderius Erasmus tarafından 1516'da yayınlanan Yunanca Hıristiyan Kutsal Yazılarının Yunanca metni,,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516
luther,Eylül 1522'de Luther İncil çevirisi,,Luther Bible translation in September 1522
tyndale,Tyndale 1536 tarafından İngilizce İncil çevirisi,,English Bible translation by Tyndale 1536
king_james,Kral James İncili 1611,,King James Bible 1611
69weeks3,"İsa hizmetine MS 29'da başlıyor (Luka 3:1, 21)",,"Jesus starts his service 29 CE (Luke 3:1, 21)"
ransom,hafta ortası “kurban kesilsin” Daniel 9:27,,middle of week “sacrifice to cease” Daniel 9:27
cornelius,Kornelius MS 36 yılında 70 haftanın sonunda (Daniel 9:24) vaftiz etti.,,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus,Amerika'da Kolomb öncesi dönemin sonu 1492,,end of the pre-columbian period in the Americas 1492
declaration_independence,Amerika'daki 13 koloninin bağımsızlık ilanı 1776,,declaration of independence of 13 colonies in America 1776
tischendorf,"Tischendorf, 1844'te 4. yüzyıldan kalma Codex Sinaiticus'u keşfeder",,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls,Ölü Deniz Parşömenleri yazılı,,Dead Sea Scrolls written
septuagint,Septuagint LXX çevrildi,,Septuagint LXX translated
watchtower,“Zion Gözetleme Kulesi ve İsa’nın Varlığının Habercisi” kitabının ilk sayısı 1879’da yayımlandı,,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama,“Yaratılışın Fotodraması” ilk kez 11 Ocak 1914'te New York'ta gösterildi.,,"The “Photo-Drama of Creation” is first shown in New York on January 11, 1914"
jehovahs_witnesses,"Mukaddes Kitap Tetkikçileri yeni bir isim benimsediler: Yehova'nın Şahitleri (İşaya 43:10, 12), 1931'de Columbus, Ohio'da",include scripture,"The Bible Students adopted a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931"
gilead_school,Watchtower Gilead Kutsal Kitap Okulu 1 Şubat 1943 Pazartesi günü başladı,,"Watchtower Bible School of Gilead began on Monday, February 1, 1943"
new_world_translation1,"18 Haziran 1960'ta İngiltere'nin Manchester kentinde yayımlanan “Kutsal Yazıların Yeni Dünya Çevirisi”, Kutsal Kitabın birçok yerinde Yehova ismini yeniden kullanıyor",hightlight reintroduction of Jehovah’s name,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduce the name Jehovah in many parts of the Bible"
truth_book,“Sonsuz Hayata Götüren Gerçek” kitabı 1968’de yayımlandı,,The book “The Truth That Leads to Eternal Life” released 1968
metropolitan,Büyükşehir şahitliği 2011'de başladı,,Start of metropolitan witnessing in 2011
jw_org,Aralık 2012'de krallık hizmetinde yer alan talimatlarla JW.ORG'un başlangıcı,,Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2,"Gözden geçirilmiş “Kutsal Yazıların Yeni Dünya Çevirisi” 2013 yıllık toplantısında yayınlandı, dijital ve çevrimiçi olarak kullanılmak üzere optimize edildi",new edition with digital and online in mind,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online"
jw_broadcasting,Ekim 2014'te jw.broadcast'in başlaması,,Start of jw.broadcasting in October 2014
meeting_workbook,Ocak 2016'dan itibaren “toplantı çalışma kitabı” ile hafta ortası toplantısının yeni formatı,,New format of midweek meeting with “meeting workbook” starting January 2016
covid19,COVID-19,,Covid-19
cold_war,“Soğuk Savaş” olarak adlandırılan jeopolitik durum 1945-1991,,Geopolitical situation labeled “Cold War” 1945-1991
timeline_created,"Bu zaman çizelgesi, insanlık tarihinin en sıcak yılı olan ve son 125.000 yıl olan 2023 yılında oluşturulmuştur.",,"This timeline was created in 2023, the hottest year in human history and the last 125,000 years"
codex_sinaiticus,Codex Sinaiticus yazılı,,Codex Sinaiticus written
codex_vaticanus,Codex Vatikanus yazılı,,Codex Vaticanus written
leningrad_codex,Kahire'de MS 1008'de yazılmış Leningrad Kodeksi,,Leningrad Codex written in Cairo AD 1008
john,Yuhanna MS 96-98’de Patmos’ta sürgündeyken “vahiy” yazıyor.,,John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1,Birinci İznik Konseyi,,First Council of Nicaea
buddha,Buda – Siddhartha Gautama MÖ 563-483 civarı,,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2,Buda alternatif olarak c. MÖ 480-400,,Buddha alternatively c. 480-400 B.C.E.
mohammed,Muhammed c. MS 570-632,,Mohammed c. 570-632 C.E.
confucius,Konfüçyüs MÖ 551-479 civarı,,Confucius c.551-c.479 B.C.E.
hijrah,Hicret - Mekke'den Medine'ye Yolculuk 16 Temmuz 622,,Hijrah - Journey Mecca to Medina 16 July 622
moses_escape,"MÖ 1553 Musa Mısır'dan kaçmak zorunda - Çıkış 2:15, Elçilerin İşleri 7:23",,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23"
10plagues,MÖ 1513 Mısır 10 belayla karşılaştı,,1513 B.C.E Egypt receives 10 plagues
joseph_sold,Yusuf 17 yaşında köle olarak satıldı – Yaratılış 37:2,,Joseph sold as slave at the age of 17 – Gen 37:2
infliction,"400 yıllık ceza (Elçilerin İşleri 7:6) – İsmail, MÖ 1913",,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander,Büyük İskender (Daniel 11:3),,Alexander the Great (Daniel 11:3)
persia,"Büyük Kiros, Kambyses II, Darius I MÖ 490, Xerxes I MÖ 480 (Ester'in kocası, Daniel 11:2)",,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)"
persia2,İran,,Persia
king_north,"Seleucus I Nicator (v5) Suriye'den Antiochus III'e (v10) ve Seleucus IV'ten (v18, 19) Octavianus'a (v20) ve Tiberius'a (v21-24) kadar",,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)"
king_north1,Kuzeyin kralı,,King of the North
king_south,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) Actium 31 B.C.E savaşına.",,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E."
king_south1,Güney Kralı,,King of the South
king_south2,"Britanya imparatorluğu 1870, 1914'ten beri Anglo-Amerikan Dünya Kudreti",,"British empire 1870, Anglo-American World Power since 1914"
king_south3,Güney Kralı,,King of the South
king_north2,"İmparator I. William ile Almanya 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",,"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,Kuzey,,North
king_north4,"Sovyetler Birliği 1945-1991 (Daniel 11:32-39, 40b, 41)",,"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)"
king_north5,2017'den beri Rusya (20 Mayıs),,Russia since 2017 (w20 May)
time_of_end,"Mesih'in varlığı, bu ortamın sonu (Matta 24:3), son günler (2 Timoteos 3:1)",scriptures written out,"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)"
time_of_end2,Son günler,,last days
suryavaman2,Kral Suryavarman II Angkor Wat'u inşa etti 1113-1150,,King Suryavarman II builds Angkor Wat 1113-1150
notre-dame,"Notre-Dame de Paris, 1163-1260'ı inşa etti",,Notre-Dame de Paris built 1163-1260
jehoiada,Yehoyada,2 Kings 11:4,Jehoiada
babel,Babil kulesi inşa edildi,,tower of Babel built
Haggai,Haggai,,Haggai
Zerubbabel,Zerubbabil (Luka 3:27),Luke 3:27,Zerubbabel (Luke 3:27)
Babylon,"Daniel 2:32, 36-38; 7:4",,"Daniel 2:32, 36-38; 7:4"
Medopersia,"Daniel 2:32, 39; 7:5",,"Daniel 2:32, 39; 7:5"
Greece,"Daniel 2:32, 39; 7:6",,"Daniel 2:32, 39; 7:6"
Rome,"Daniel 2:33, 40; 7:7",,"Daniel 2:33, 40; 7:7"
Angloamerica,"Daniel 2:33, 41-43",,"Daniel 2:33, 41-43"
Babylon_c,Babil,,Babylon
Medopersia_c,Med-Pers,,Medo-Persia
Greece_c,Yunanistan,,Greece
Rome_c,Roma,,Rome
Angloamerica_c,Anglo-Amerika,,Anglo-America
infliction1,400 yıllık ceza,Acts 7:6,400 year infliction
infliction2,Elçilerin İşleri 7:6,,Acts 7:6
Jacob2,Yakup/,Jacob/Israel 1858-1711 – 147 years,Jacob/
Israel,İsrail,Genesis 35:10,Israel
Sarah,Sara,"2008-1881 BCE – 127 years, Isaiah 51:2",Sarah
Hagar,Hacer,Genesis 21:14,Hagar
Haran,Harran,Genesis 11:26,Haran
Reumah,Reumah,Concubine – 4 sons 22:24,Reumah
Milcah,süt,8 sons (Bethuel and 7 more),Milcah
Lot,Pay,Genesis 11:27,Lot
Lots_wife,Lut'un karısı,,Lot’s wife
Lots_daughters,Lut'un kızları,,Daughters of Lot
Moab,Moab (büyük kızı),Genesis 19:37,Moab (older daughter)
Ammon,Ben-ammi (Amon),Genesis 19:38,Ben-ammi (Ammon)
Bethuel,Betuel,Genesis 22:23,Bethuel
Rebekah,Rebekah,,Rebekah
Laban,Laban,Genesis 24:29,Laban
Leah,Lea,Genesis 35:23,Leah
Rachel,Rachel,Genesis 35:24,Rachel
Bilhah,Bilha,Genesis 35:25,Bilhah
Zilpah,Zilpa,Genesis 35:26,Zilpah
Reuben,Ruben,,Reuben
Simeon,Simeon,,Simeon
Levi,Levi,Genesis 35:23,Levi
Judah,Yahuda,,Judah
Issachar,İssakar,,Issachar
Zebulun,Zebulun,,Zebulun
Dinah,Dinah,Genesis 34,Dinah
Esau,Esav/,,Esau/
Edom,Edom,Genesis 36:1,Edom
Ishmael,İsmail,Genesis 16:16,Ishmael
Manasseh2,(Manaşşe,Genesis 41:50-52,(Manasseh
Ephraim,ve Efraim),,and Ephraim)
Benjamin,Bünyamin,,Benjamin
Dan,Dan,Genesis 35:23,Dan
Naphtali,Naftali,,Naphtali
Gad,Tanrım,,Gad
Asher,Aşer,,Asher
Milcah1,"Uz, Buz, Kemuel,",Genesis 22:21,"Uz, Buz, Kemuel,"
Milcah2,"Chesed, Hazo,",,"Chesed, Hazo,"
Milcah3,"Pildaş, Jidlaph",,"Pildash, Jidlaph"
Tebah,Tebah,Genesis 22:24,Tebah
Gaham,Gaham,,Gaham
Tahash,Tahaş,,Tahash
Maacah,Maaka,,Maacah
Mahalath,Mahalath/,"Genesis 28:8, 9",Mahalath/
Basemath,Temel Matematik,"Genesis36:3, 4",Basemath
Reuel,Reuel,"36:13, 17",Reuel
Nahath,Nahath,,Nahath
Zerah,zerah,,Zerah
Schammah,Schammah,,Schammah
Mizzah,Mizza,,Mizzah
Adah,Adah,"36:11, 12, 15, 16",Adah
Eliphaz,Elifaz,,Eliphaz
Teman,Teman,,Teman
Omar,Ömer,,Omar
Zepho,Zepho,,Zepho
Kenaz,Kenaz,,Kenaz
Korah,Korah,,Korah
Gatam,Gatam,,Gatam
Amalek,Amalek,,Amalek
Oholibamah,Oholibamah,"36:14, 18",Oholibamah
Jeush,Jeush,,Jeush
Jalam,Jalam,,Jalam
Nebaioth,Nebayot,Genesis 25:13,Nebaioth
Kedar,Kedar,,Kedar
Adbeel,Adbeel,,Adbeel
Mibsam,Mibsam,,Mibsam
Mishma,Mişma,,Mishma
Dumah,Duma,,Dumah
Massa,Massa,,Massa
Hadad,Hadad,,Hadad
Tema,Tema,,Tema
Jetur,Jetur,,Jetur
Naphish,Nafiş,,Naphish
Kedemah,Kedemah,,Kedemah
Babylon2, ,no text left and right – empty!, 
terahfam,Terah'ın ailesinin üyeleri,,members of Terah’s family
rosetta,"Rosetta taşı, MÖ 196.",,Rosetta stone 196 B.C.E.
Herodotus,"Herodot c. 484 – c. MÖ 425, Tarihleri ​​yazıyor",Father of History,"Herodotus c. 484 – c. 425 BC, writes The Histories"
Aristotle,Aristoteles MÖ 384 – 322,"The First Teacher, The Philosopher",Aristotle 384 – 322 BC
Ptolemy,Ptolemaios c 100 – c. MS 170,,Ptolemy c 100 – c. 170 C.E.
Pythagoras,Pisagor c. 570 – c. MÖ 495,,Pythagoras c. 570 – c. 495 BC
Plato,Platon c. 427 – c. MÖ 348,,Plato c. 427 – c. 348 BC
Socrates,Sokrates c. 470 – c. MÖ 399,,Socrates c. 470 – c. 399 BC
Josephus,Josephus c. 37 – c. MS 100,,Josephus c. 37 – c. 100 C.E.
Cicero,Cicero MÖ 106–43,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",Cicero 106–43 BC
lachish_letters,Lakiş harfleri c. MÖ 590,,Lachish letters c. 590 B.C.E.
lachish_reliefs,Lakiş kabartmaları c. MÖ 681,,Lachish reliefs c. 681 B.C.E.
mesha_stele,Mesha Steli (Moabit taşı) c. MÖ 840,,Mesha Stele (Moabite stone) c. 840 B.C.E.
gilgamesh,Gılgamış ve Ağa 𒇽𒆥𒄄𒀀𒀝𒂵,,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,Gılgamış Destanı (Sîn-lēqi-unninni),,Epic of Gilgamesh (Sîn-lēqi-unninni)
oxyrhynchus,Oxyrhynchus Papirisi,,Oxyrhynchus Papyri
p52,Papirüs P52,,Papyrus P52
daniel2_shift,0,Start 4.2,0
daniel2_1,Kral Nebuchadnezzar,607 BCE,King Nebuchadnezzar
daniel2_2,Kudüs'ü yok ediyor,,destroys Jerusalem
daniel2_3,Babil'i fethediyor,539 BCE,Conquers Babylon
daniel2_4,Cyrus geri dönüş kararı aldı,537 BCE,Cyrus decrees return
daniel2_5,Yahudilerin Kudüs'e,,of Jews to Jerusalem
daniel2_6,Büyük İskender,331 BCE,Alexander the Great
daniel2_7,İran'ı fethediyor,,conquers Persia
daniel2_8,İsrail'e ilişkin kurallar,63 BCE,Rules over Israel
daniel2_9,Kudüs'ü yok eder,70 CE,Destroys Jerusalem
daniel2_10,"Birinci Dünya Savaşı sırasında,",1914-1918 CE,"During World War I,"
daniel2_11,Anglo-Amerikan Dünya Gücü,,Anglo-American World Power
daniel2_12,ortaya çıkıyor,End 4.2,comes into being
qing-dynasty,1636-1912,,1636-1912
qing-dynasty_c,Qing hanedanı,1636-1912,Qing dynasty
ming-dynasty,1368-1644,,1368-1644
ming-dynasty_c,Çin İmparatorluğu'ndaki Ming Hanedanı,1368-1644,Ming dynasty in imperial China
yuan-dynasty,1271-1368,,1271-1368
southern-song,1127-1279,,1127-1279
northern-song,960-1127,,960-1127
western-xia,1038-1227,,1038-1227
yuan-dynasty_c,Yuan,1271-1368,Yuan
southern-song_c,Güney Şarkısı,1127-1279,Southern Song
northern-song_c,Kuzey Şarkısı,960-1127,Northern Song
western-xia_c,Batı Xia,1038-1227,Western Xia
Copernicus,Nicolaus Copernicus,,Nicolaus Copernicus
Galileo,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,Galileo Galilei
Newton,Isaac Newton,,Isaac Newton
gregorian,Gregoryen takvimi 1582,,Gregorian calendar 1582
shang-dynasty,C. MÖ 1600-1046,,c. 1600-1046 BC
western-zhou,C. MÖ 1046-771,,c. 1046-771 BC
eastern-zhou,MÖ 770-256,,770-256 BC
qin-dynasty,Qin 221-207 MÖ,,Qin 221-207 BC
western-han,MÖ 207 – MS 9,,207 BC – 9 CE
eastern-han,MS 25-220,,25-220 CE
three-kingdoms,Üç krallık MS 220-280,,Three kingdoms 220-280 CE
sixteen-kingdoms,On altı krallık 304-439 CE,,Sixteen kingdoms 304-439 CE
northern-dynasties,MS 368-581,,368-581 CE
southern-dynasties,MS 420-589,,420-589 CE
tang-dynasty1, ,, 
tang-dynasty2,"618-690, 705-907",,"618-690, 705-907"
wu-zhou,690-705 Wu Zhou,,690-705 Wu Zhou
shang-dynasty_c,Shang Hanedanı,c. 1600-1046 BC,Shang Dynasty
western-zhou_c,Batı Zhou,c. 1046-771 BC,Western Zhou
eastern-zhou_c,Doğu Zhou,770-256 BC,Eastern Zhou
western-han_c,Batı Han,207 BC – 9 CE,Western Han
eastern-han_c,Doğu Han,25-220 CE,Eastern Han
three-kingdoms_c,Çin,Three kingdoms 220-280 CE,China
sixteen-kingdoms_c,Çin,Sixteen kingdoms 304-439 CE,China
northern-dynasties_c,Kuzey Hanedanları,368-581 CE,Northern Dynasties
southern-dynasties_c,Güney Hanedanları,420-589 CE,Southern Dynasties
tang-dynasty1_c,tang,,Tang
tang-dynasty2_c,Tang Hanedanlığı,"618-690, 705-907",Tang Dynasty
xia-dynasty,Çin'deki Xia hanedanı c. 2070 – c. MÖ 1600,,Xia dynasty in China c. 2070 – c. 1600 BC
gonghe,Gonghe Naipliği MÖ 841-828,,Gonghe Regency 841-828 BC
Ashoka,Ashoka (M.Ö. 304-232) Budizm'i teşvik ediyor,,Ashoka (c. 304-232 BC) promotes Buddhism
siloam-tunnel,Hizkiya Siloam tünelini genişletiyor,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"Daniel 2:33, 41-43'teki peygamberlik sözünde Anglo-Amerikan, kil ile karıştırılmış demirden yapılmış ayaklarla simgelenmiştir.",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,Manetho Aegyptiaca'yı yazıyor,,Manetho writes Aegyptiaca
