key,text,notes,english
David,დავითი,1 Samuel 16:13,David
Solomon,სოლომონი,1 Kings 2:1,Solomon
Rehoboam,რობოამი,first king of southern kingdom of Juda,Rehoboam
Abijah,აბიჯა (აბიჯამი),"3 years, also Abijam",Abijah (Abijam)
Asa,Როგორც,,Asa
Jehoshaphat,იოშაფატი,bce_float = -y+1 - (12-m)/12 – (31-d)/360,Jehoshaphat
Jehoram2,იეჰორამი,,Jehoram
Ahaziah,ახაზია,,Ahaziah
Athaliah,დედოფალი ათალია,Queen Athaliah,Queen Athaliah
Jehoash,იეჰოაშ,,Jehoash
Amaziah,ამაზია,,Amaziah
Uzziah,უზია (აზარია),also Azariah,Uzziah (Azariah)
Jotham,იოთამი,,Jotham
Ahaz,ახაზი,,Ahaz
Hezekiah,ხიზკია,,Hezekiah
Manasseh,მანასე,,Manasseh
Amon,ამონი,,Amon
Josiah,იოშია,,Josiah
Jehoahaz,იეჰოაჰაზი,Only 3 months,Jehoahaz
Jehoiakim,იეჰოიაკიმი,,Jehoiakim
Jehoiachin,იეჰოიაჩინი,Only 3 months 10 days,Jehoiachin
Zedekiah,ციდკია,,Zedekiah
Jeroboam,იერობოამი,first king of northern 10-tribe kingdom,Jeroboam
Nadab,ნადაბი,less than 2,Nadab
Baasha,ბააშა,,Baasha
Elah,ელაჰ,,Elah
Zimri,ზიმრი,Only 7 days in ca. 751 BCE,Zimri
OmriTibni,ომრი და ტიბნი ერთად,4 years Omri and Tibni,Omri and Tibni together
Omri,ომრი (მარტო),from 947 Omri alone,Omri (alone)
Ahab,ახაბ,,Ahab
Jehoram,იეჰორამი,,Jehoram
Jehu,იეჰუ,,Jehu
Jeoahaz,იეოაჰაზი,,Jeoahaz
JeoahazJehoash,იოაახაზი და იეჰოაში,For 3 years Jeoahaz and Jeoash reigned together,Jeoahaz and Jehoash
Jehoash2,იეჰოაში (მარტო),Jehoash (alone),Jehoash (alone)
Jeroboam2,იერობოამ II,,Jeroboam II
Zechariah,ზაქარია,"reign only recorded 6 months, probably only established 792 BCE",Zechariah
Schallum,შალუმი,only one month,Schallum
Menahem,მენაჰემ,,Menahem
Pekahiah,პეკაჰია,,Pekahiah
Pekah,პეკაჰ,,Pekah
Hoshea,ჰოშია,9 years from c. 748,Hoshea
Elijah,ელია,,Elijah
Elisha,ელისე,,Elisha
Jonah,იონა,,Jonah
Amos,ამოსი,,Amos
Joel,ჯოელი,,Joel
Hosea,ოსია,,Hosea
Isaiah,ესაია,,Isaiah
Micah,მიხა,,Micah
Zephaniah,სოფონია,,Zephaniah
Nahum,ნაუმი,,Nahum
Jeremiah,იერემია,,Jeremiah
Habakuk,ჰაბაკუკი,,Habakuk
Daniel,დანიელ,,Daniel
Ezekiel,ეზეკიელი,,Ezekiel
Obadiah,ობადია,,Obadiah
Malachi,მალაქია,,Malachi
Ruth,რუთი,,Ruth
Ezra,ეზრა,,Ezra
Nehemiah,ნეემია,,Nehemiah
Esther,ესთერი,,Esther
Job,Სამუშაო,,Job
moses2,1593 - 1473 წ.წ. - 120 წელი,,1593 to 1473 B.C.E. – 120 years
moses3,მოსე,,Moses
wilderness,ისრაელი უდაბნოში 1513-1473 წ.წ. - 40 წელი,,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years
timespan_judges,1473 - 1117 წ.წ. - 356 წელი,,1473 to 1117 B.C.E. – 356 years
timespan_judges2,მსაჯების დრო,,Time of the judges
temple1,ნისანი 1513 წ. ზივს 1034 წ.,,Nisan 1513 B.C.E. to Ziv 1034 B.C.E.
temple2,479 წელი ტაძრის აშენებამდე - 1 მეფეები 6:1,1034 BCE,479 years until the temple construction – 1 Kings 6:1
69weeks,იესომ მოინათლა 29 წლის შემოდგომაზე.,,Jesus baptized autumn 29 C.E.
69weeks2,69 კვირა მესიასთან - დანიელი 9:25,,69 weeks to the Messiah – Daniel 9:25
jesus_service,"33 წლის 14 ნისანს აღსრულებული იესოს მსახურების 3,5 წელი.",,"3.5 years of Jesus service, executed Nisan 14th, 33 C.E."
jesus_life,იესო დაიბადა ძვ.წ.,,Jesus born 2 B.C.E.
exile,607 - 537 წ.წ. - 70 წელი (იერემია 25:11),,607 to 537 B.C.E. – 70 years (Jeremiah 25:11)
exile2,გადასახლება,,exile
7times,გამოცხადება 12:9,,Revelation 12:9
7times2,7-ჯერ - 2520 წელი მესიის სამეფომდე 1914 წ. (დანიელი 4:23),,7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23)
ww1,პირველი მსოფლიო ომი – 1914–1918 წწ.,,World War I – 1914–1918 C.E.
ww2,მეორე მსოფლიო ომი – 1939–1945 წ.წ.,,World War II – 1939–1945 C.E.
30_year_war,ოცდაათწლიანი ომი ევროპაში 1618-1648 წწ,,Thirty Years' War in Europe 1618-1648
joshua,110 წელი,,110 years
joshua2,ჯოშუა,,Joshua
caleb,85 წელზე მეტია,,more than 85 years
caleb2,კალებ,,Caleb
missionary1,"პავლეს პირველი მისიონერული მოგზაურობა, ქ. 47-48 წწ. ბარნაბასთან და იოანე მარკოზთან ერთად",,"First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark"
circumcision,"წინადაცვეთა საკითხი ანტიოქიაში, კონფერენცია იერუსალიმში გ. 49 წ.",,"Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E."
missionary2,მეორე მისიონერული მოგზაურობა გ. 49-52 წ. სილასთან (სილვანუსთან),,Second Missionary Journey c. 49-52 C.E with Silas (Silvanus)
missionary3,მესამე მისიონერული მოგზაურობა გ. 52-56 წ.წ.,,Third Missionary Journey c. 52-56 C.E.
caesarea,პავლე კესარიაში პატიმრობაში გ. 56-58 წ.წ.,,Paul in custody in Caesarea c. 56-58 C.E.
rome1,პავლეს პირველი პატიმრობა რომში გ. 59-61 წ.წ.,,Paul’s first imprisonment in Rome c. 59-61 C.E.
rome2,"პავლეს მეორე პატიმრობა რომში გ. ახ. წ. 65, 2 ტიმოთეს დაწერილი, პავლეს სიკვდილით დასჯა",,"Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed"
Julius,იულიუსი,,Julius
Augustus,ავგუსტუსი,Luke 2:1,Augustus
Tiberius,ტიბერიუსი,Luke 3:1,Tiberius
Caligula,კალიგულა,,Caligula
Claudius,კლავდიუსი,Acts 11:28,Claudius
Nero,ნერონი,,Nero
Galba-Otho-Vitellius,"გალბა, ოთო და ვიტელიუსი (ოთხი იმპერატორის წელი)",,"Galba, Otho and Vitellius (Year of the Four Emperors)"
Vespasian,ვესპასიანე,,Vespasian
event_exodus,ეგვიპტიდან გამოსვლა ძვ. წ. 1513 წლის 14 ნისანს.,,"Exodus from Egypt on Nisan 14th, 1513 B.C.E."
event_division_kingdom,ისრაელის დივიზია 997 წ,,Division of Israel 997 BCE
event_destruction_samaria,სამარიის განადგურება 740 წ. ასურეთის მიერ,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria
event_destruction_samaria2,740 წ. ასურეთის მიერ,was shortened here for 2 lines,740 B.C.E. by Assyria
event_destruction_jerusalem1,"იერუსალიმის განადგურება 607 წ. ბაბილონის მიერ, სამეფოს გაყოფიდან 390 წლის შემდეგ (ეზეკიელი 4:5)",,"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)"
event_temple_rebuilt,იერუსალიმში აღდგენილი ტაძარი 515 წ.,,Temple in Jerusalem rebuilt 515 B.C.E.
event_jerusalem_rebuilt,იერუსალიმის კედელი აღდგენილია 455 წ.,,Jerusalem wall rebuilt 455 B.C.E.
event_destruction_jerusalem2,რომის მიერ ტიტუსის დროს იერუსალიმის განადგურება 70 წ,,Destruction of Jerusalem 70 C.E. by Rome under Titus
event_1914,"ერების დროის დასასრული (ლუკა 21:24), ღვთის სამეფო იწყებს ზეცაში მმართველობას 1914 წ.",include scripture Luke 21:24,"End of the time of the nations (Luke 21:24), God’s kingdom starts to rule in heaven 1914 C.E. "
became_king,ასაკში გახდა მეფე,,became king at age
vulgate,ვულგატა დაასრულა იერონიმემ (ბიბლიის ლათინური თარგმანი) გ. 405 წ.,,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.
gutenberg,გუტენბერგის ბიბლია დაბეჭდილია 1455 წელს,,Gutenberg bible printed 1455
erasmus,ქრისტიანულ-ბერძნული წერილების ბერძნული ტექსტი გამოქვეყნებულია როტერდამელი დეზიდერიუს ერაზმუსის მიერ 1516 წ.,,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516
luther,ლუთერის ბიბლიის თარგმანი 1522 წლის სექტემბერში,,Luther Bible translation in September 1522
tyndale,ინგლისური ბიბლიის თარგმანი ტინდალის მიერ 1536 წ,,English Bible translation by Tyndale 1536
king_james,მეფე ჯეიმს ბიბლია 1611 წ,,King James Bible 1611
69weeks3,"იესო იწყებს მსახურებას ახ. წ. 29 წელს (ლუკა 3:1, 21).",,"Jesus starts his service 29 CE (Luke 3:1, 21)"
ransom,კვირის შუა რიცხვებში „მსხვერპლშეწირვა“ დანიელის 9:27,,middle of week “sacrifice to cease” Daniel 9:27
cornelius,კორნელიუსმა მოინათლა 70 კვირის ბოლოს (დანიელი 9:24) ახ. წ. 36 წელს.,,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.
columbus,პრეკოლუმბიური პერიოდის დასასრული ამერიკაში 1492 წ,,end of the pre-columbian period in the Americas 1492
declaration_independence,1776 წელს ამერიკაში 13 კოლონიის დამოუკიდებლობის გამოცხადება,,declaration of independence of 13 colonies in America 1776
tischendorf,ტიშენდორფი აღმოაჩენს სინაიკურ კოდექსს IV ​​საუკუნიდან 1844 წელს,,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844
dead_sea_scrolls,დაწერილი მკვდარი ზღვის გრაგნილები,,Dead Sea Scrolls written
septuagint,სეპტუაგინტა LXX თარგმნილია,,Septuagint LXX translated
watchtower,პირველი ნომერი „სიონის საგუშაგო კოშკი და ქრისტეს ყოფნის მაცნე“ გამოიცა 1879 წელს.,,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879
photodrama,"""შემოქმედების ფოტოდრამა"" პირველად აჩვენეს ნიუ-იორკში 1914 წლის 11 იანვარს.",,"The “Photo-Drama of Creation” is first shown in New York on January 11, 1914"
jehovahs_witnesses,"ბიბლიის მკვლევარებმა მიიღეს ახალი სახელი - იეჰოვას მოწმეები (ესაია 43:10, 12) კოლუმბუსში, ოჰაიო, 1931 წ.",include scripture,"The Bible Students adopted a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931"
gilead_school,"„საგუშაგო კოშკის“ ბიბლიური სკოლა „გალაადში“ დაიწყო ორშაბათს, 1 თებერვალს, 1943 წ",,"Watchtower Bible School of Gilead began on Monday, February 1, 1943"
new_world_translation1,1960 წლის 18 ივნისს მანჩესტერში (ინგლისი) გამოქვეყნებული „წმინდა წერილების ახალი ქვეყნიერების თარგმანი“ ბიბლიის ბევრ ნაწილში ხელახლა შემოიღო სახელი იეჰოვა.,hightlight reintroduction of Jehovah’s name,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduce the name Jehovah in many parts of the Bible"
truth_book,"წიგნი „ჭეშმარიტება, რომელიც მარადიულ სიცოცხლემდე მიგვიყვანს“ გამოვიდა 1968 წელს",,The book “The Truth That Leads to Eternal Life” released 1968
metropolitan,მიტროპოლიტთა ქადაგების დაწყება 2011 წელს,,Start of metropolitan witnessing in 2011
jw_org,JW.ORG-ის დაწყება 2012 წლის დეკემბერში სამეფო მსახურებაში მითითებებით,,Start of JW.ORG with instructions in kingdom ministry December 2012
new_world_translation2,"შესწორებული „წმინდა წერილების ახალი ქვეყნიერების თარგმანი“, რომელიც გამოვიდა 2013 წლის ყოველწლიურ შეხვედრაზე, ოპტიმიზირებულია ციფრული და ონლაინ გამოსაყენებლად.",new edition with digital and online in mind,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online"
jw_broadcasting,jw.მაუწყებლობის დაწყება 2014 წლის ოქტომბერში,,Start of jw.broadcasting in October 2014
meeting_workbook,შუაკვირის შეხვედრის ახალი ფორმატი „შეხვედრის სამუშაო წიგნით“ 2016 წლის იანვრიდან,,New format of midweek meeting with “meeting workbook” starting January 2016
covid19,COVID 19,,Covid-19
cold_war,გეოპოლიტიკური ვითარება ეწოდა „ცივი ომი“ 1945-1991 წწ,,Geopolitical situation labeled “Cold War” 1945-1991
timeline_created,"ეს ვადები შეიქმნა 2023 წელს, ყველაზე ცხელ წელს კაცობრიობის ისტორიაში და ბოლო 125000 წლის განმავლობაში.",,"This timeline was created in 2023, the hottest year in human history and the last 125,000 years"
codex_sinaiticus,დაწერილია სინაიკური კოდექსი,,Codex Sinaiticus written
codex_vaticanus,დაწერილია ვატიკანის კოდექსი,,Codex Vaticanus written
leningrad_codex,ლენინგრადის კოდექსი დაიწერა კაიროში 1008 წ,,Leningrad Codex written in Cairo AD 1008
john,იოანე წერს „გამოცხადებას“ პატმოსზე 96-98 წწ.,,John writes “revelation” while exiled on Patmos 96-98 C.E.
nicaea1,ნიკეის პირველი კრება,,First Council of Nicaea
buddha,ბუდა - სიდჰარტა გაუტამა c.563-c.483 B.C.E.,,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E
buddha2,ბუდა ალტერნატიულად გ. 480-400 წ.წ.,,Buddha alternatively c. 480-400 B.C.E.
mohammed,მუჰამედ გ. 570-632 წ.წ.,,Mohammed c. 570-632 C.E.
confucius,კონფუცი C.551-c.479 B.C.E.,,Confucius c.551-c.479 B.C.E.
hijrah,ჰიჯრა - მოგზაურობა მექაში მედინაში 622 წლის 16 ივლისს,,Hijrah - Journey Mecca to Medina 16 July 622
moses_escape,"1553 წ. მოსეს უნდა გაექცეს ეგვიპტე - გამოსვლა 2:15, საქმეები 7:23",,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23"
10plagues,1513 წ. ეგვიპტეში 10 ჭირი მიიღო,,1513 B.C.E Egypt receives 10 plagues
joseph_sold,იოსები 17 წლის ასაკში გაიყიდა მონად - დაბადება 37:2,,Joseph sold as slave at the age of 17 – Gen 37:2
infliction,400 წლის მიყენება (საქმეები 7:6) - ისმაელი 1913 წ.,,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E
Alexander,ალექსანდრე მაკედონელი (დანიელი 11:3),,Alexander the Great (Daniel 11:3)
persia,"კიროს დიდი, კამბისე II, დარიოს I ძვ. წ. 490, ქსერქსეს I ძვ. წ. 480 (ესთერის ქმარი, დანიელი 11:2)",,"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)"
persia2,სპარსეთი,,Persia
king_north,"სელევკოს I ნიკატორი (v5) სირია ანტიოქე III-მდე (v10) და სელევკი IV (v18, 19) ოქტავიანემდე (v20) და ტიბერიუსამდე (v21-24)",,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)"
king_north1,ჩრდილოეთის მეფე,,King of the North
king_south,"პტოლემე I, II, III, IV (v11, 12), V (v15, 16) ბრძოლაში Actium 31 B.C.E.",,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E."
king_south1,სამხრეთის მეფე,,King of the South
king_south2,"ბრიტანეთის იმპერია 1870, ანგლო-ამერიკული მსოფლიო ძალა 1914 წლიდან",,"British empire 1870, Anglo-American World Power since 1914"
king_south3,სამხრეთის მეფე,,King of the South
king_north2,"გერმანია იმპერატორ უილიამ I-თან ერთად 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",,"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)"
king_north3,ჩრდილოეთი,,North
king_north4,"საბჭოთა კავშირი 1945-1991 (დანიელი 11:32-39, 40b, 41)",,"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)"
king_north5,რუსეთი 2017 წლიდან (w20 მაისი),,Russia since 2017 (w20 May)
time_of_end,"ქრისტეს ყოფნა, საგანთა სისტემის დასასრული (მათე 24:3), ბოლო დღეები (2 ტიმოთე 3:1)",scriptures written out,"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)"
time_of_end2,ბოლო დღე,,last days
suryavaman2,მეფე სურიავარმან II აშენებს ანგკორ ვატს 1113-1150 წლებში,,King Suryavarman II builds Angkor Wat 1113-1150
notre-dame,პარიზის ღვთისმშობლის ტაძარი აშენდა 1163-1260 წლებში,,Notre-Dame de Paris built 1163-1260
jehoiada,იეჰოიადა,2 Kings 11:4,Jehoiada
babel,აშენდა ბაბილონის კოშკი,,tower of Babel built
Haggai,ჰაგაი,,Haggai
Zerubbabel,ზერუბაბელი (ლუკა 3:27),Luke 3:27,Zerubbabel (Luke 3:27)
Babylon,"დანიელი 2:32, 36-38 ; 7:4",,"Daniel 2:32, 36-38; 7:4"
Medopersia,"დანიელი 2:32, 39 ; 7:5",,"Daniel 2:32, 39; 7:5"
Greece,"დანიელი 2:32, 39 ; 7:6",,"Daniel 2:32, 39; 7:6"
Rome,"დანიელი 2:33, 40 ; 7:7",,"Daniel 2:33, 40; 7:7"
Angloamerica,"დანიელი 2:33, 41—43",,"Daniel 2:33, 41-43"
Babylon_c,ბაბილონი,,Babylon
Medopersia_c,მიდია-სპარსეთი,,Medo-Persia
Greece_c,საბერძნეთი,,Greece
Rome_c,რომი,,Rome
Angloamerica_c,ანგლო-ამერიკა,,Anglo-America
infliction1,400 წლიანი მიყენება,Acts 7:6,400 year infliction
infliction2,საქმეები 7:6,,Acts 7:6
Jacob2,იაკობი/,Jacob/Israel 1858-1711 – 147 years,Jacob/
Israel,ისრაელი,Genesis 35:10,Israel
Sarah,სარა,"2008-1881 BCE – 127 years, Isaiah 51:2",Sarah
Hagar,აგარი,Genesis 21:14,Hagar
Haran,ხარანი,Genesis 11:26,Haran
Reumah,რეუმა,Concubine – 4 sons 22:24,Reumah
Milcah,მილკა,8 sons (Bethuel and 7 more),Milcah
Lot,ლოტი,Genesis 11:27,Lot
Lots_wife,ლოტის ცოლი,,Lot’s wife
Lots_daughters,ლოტის ქალიშვილები,,Daughters of Lot
Moab,მოაბი (უფროსი ქალიშვილი),Genesis 19:37,Moab (older daughter)
Ammon,ბენ-ამი (ამონი),Genesis 19:38,Ben-ammi (Ammon)
Bethuel,ბეთუელი,Genesis 22:23,Bethuel
Rebekah,რებეკა,,Rebekah
Laban,ლაბანი,Genesis 24:29,Laban
Leah,ლეა,Genesis 35:23,Leah
Rachel,რეიჩელ,Genesis 35:24,Rachel
Bilhah,ბილჰა,Genesis 35:25,Bilhah
Zilpah,ზილფა,Genesis 35:26,Zilpah
Reuben,რუბენი,,Reuben
Simeon,სიმონი,,Simeon
Levi,ლევი,Genesis 35:23,Levi
Judah,იუდა,,Judah
Issachar,ისაქარი,,Issachar
Zebulun,ზებულონი,,Zebulun
Dinah,დინა,Genesis 34,Dinah
Esau,ესავი/,,Esau/
Edom,ედომ,Genesis 36:1,Edom
Ishmael,ისმაელი,Genesis 16:16,Ishmael
Manasseh2,(მანასე,Genesis 41:50-52,(Manasseh
Ephraim,და ეფრემი),,and Ephraim)
Benjamin,ბენიამინი,,Benjamin
Dan,დენ,Genesis 35:23,Dan
Naphtali,ნაფტალი,,Naphtali
Gad,გად,,Gad
Asher,აშერი,,Asher
Milcah1,"უზი, ბუზი, კემუელი,",Genesis 22:21,"Uz, Buz, Kemuel,"
Milcah2,"ჩესდი, ჰაზო,",,"Chesed, Hazo,"
Milcah3,"პილდაში, ჯიდლაფი",,"Pildash, Jidlaph"
Tebah,თებაჰ,Genesis 22:24,Tebah
Gaham,გაჰამ,,Gaham
Tahash,ტაჰაშ,,Tahash
Maacah,მააკაჰ,,Maacah
Mahalath,მაჰალათი/,"Genesis 28:8, 9",Mahalath/
Basemath,ბაზემათი,"Genesis36:3, 4",Basemath
Reuel,რეუელი,"36:13, 17",Reuel
Nahath,ნაჰათ,,Nahath
Zerah,ზერაჰ,,Zerah
Schammah,შამაჰ,,Schammah
Mizzah,მიზა,,Mizzah
Adah,ადა,"36:11, 12, 15, 16",Adah
Eliphaz,ელიფაზი,,Eliphaz
Teman,თემანი,,Teman
Omar,ომარ,,Omar
Zepho,ზეფო,,Zepho
Kenaz,კენაზი,,Kenaz
Korah,კორახ,,Korah
Gatam,გატამი,,Gatam
Amalek,ამალეკი,,Amalek
Oholibamah,ოჰოლიბამა,"36:14, 18",Oholibamah
Jeush,ჯეუშ,,Jeush
Jalam,ჯალამ,,Jalam
Nebaioth,ნებაიოთი,Genesis 25:13,Nebaioth
Kedar,კედარი,,Kedar
Adbeel,ადბეელი,,Adbeel
Mibsam,მიბსამი,,Mibsam
Mishma,მიშმა,,Mishma
Dumah,დუმაჰ,,Dumah
Massa,მასა,,Massa
Hadad,ჰადად,,Hadad
Tema,თემა,,Tema
Jetur,ჯეტურ,,Jetur
Naphish,ნაფიშ,,Naphish
Kedemah,კედემა,,Kedemah
Babylon2, ,no text left and right – empty!, 
terahfam,თერახის ოჯახის წევრები,,members of Terah’s family
rosetta,როზეტას ქვა 196 წ.,,Rosetta stone 196 B.C.E.
Herodotus,ჰეროდოტე გ. 484 – გ. 425 წ. წერს The Histories,Father of History,"Herodotus c. 484 – c. 425 BC, writes The Histories"
Aristotle,არისტოტელე 384 – 322 ძვ.წ,"The First Teacher, The Philosopher",Aristotle 384 – 322 BC
Ptolemy,პტოლემეოსი 100 – გ. 170 წ.,,Ptolemy c 100 – c. 170 C.E.
Pythagoras,პითაგორა გ. 570 – გ. 495 წ,,Pythagoras c. 570 – c. 495 BC
Plato,პლატონი გ. 427 – გ. 348 წ,,Plato c. 427 – c. 348 BC
Socrates,სოკრატე გ. 470 – გ. 399 წ,,Socrates c. 470 – c. 399 BC
Josephus,იოსებ ფლავიუსი გ. 37 – გ. 100 წ.,,Josephus c. 37 – c. 100 C.E.
Cicero,ციცერონი 106–43 ძვ.წ,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",Cicero 106–43 BC
lachish_letters,ლაჩიშის ასოები გ. 590 წ.,,Lachish letters c. 590 B.C.E.
lachish_reliefs,ლაჩიშის რელიეფები გ. 681 წ.,,Lachish reliefs c. 681 B.C.E.
mesha_stele,მეშა სტელე (მოაბიტური ქვა) გ. 840 წ.,,Mesha Stele (Moabite stone) c. 840 B.C.E.
gilgamesh,გილგამეში და აღა 💇💆💄💀💀💂,,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,გილგამეშის ეპოსი (Sîn-lēqi-unninni),,Epic of Gilgamesh (Sîn-lēqi-unninni)
oxyrhynchus,Oxyrhynchus Papyri,,Oxyrhynchus Papyri
p52,პაპირუსი P52,,Papyrus P52
daniel2_shift,0,Start 4.2,0
daniel2_1,მეფე ნაბუქოდონოსორი,607 BCE,King Nebuchadnezzar
daniel2_2,ანგრევს იერუსალიმს,,destroys Jerusalem
daniel2_3,იპყრობს ბაბილონს,539 BCE,Conquers Babylon
daniel2_4,კიროსის განკარგულებები დაბრუნების შესახებ,537 BCE,Cyrus decrees return
daniel2_5,ებრაელები იერუსალიმში,,of Jews to Jerusalem
daniel2_6,ალექსანდრე დიდი,331 BCE,Alexander the Great
daniel2_7,იპყრობს სპარსეთს,,conquers Persia
daniel2_8,მართავს ისრაელს,63 BCE,Rules over Israel
daniel2_9,ანგრევს იერუსალიმს,70 CE,Destroys Jerusalem
daniel2_10,"პირველი მსოფლიო ომის დროს,",1914-1918 CE,"During World War I,"
daniel2_11,ანგლო-ამერიკული მსოფლიო ძალა,,Anglo-American World Power
daniel2_12,ჩნდება,End 4.2,comes into being
qing-dynasty,1636-1912 წწ,,1636-1912
qing-dynasty_c,ქინგის დინასტია,1636-1912,Qing dynasty
ming-dynasty,1368-1644 წწ,,1368-1644
ming-dynasty_c,მინგის დინასტია იმპერიულ ჩინეთში,1368-1644,Ming dynasty in imperial China
yuan-dynasty,1271-1368 წწ,,1271-1368
southern-song,1127-1279 წწ,,1127-1279
northern-song,960-1127 წწ,,960-1127
western-xia,1038-1227 წწ,,1038-1227
yuan-dynasty_c,იუანი,1271-1368,Yuan
southern-song_c,სამხრეთის სიმღერა,1127-1279,Southern Song
northern-song_c,ჩრდილოეთის სიმღერა,960-1127,Northern Song
western-xia_c,დასავლეთ Xia,1038-1227,Western Xia
Copernicus,ნიკოლოზ კოპერნიკი,,Nicolaus Copernicus
Galileo,გალილეო გალილეი,Galileo di Vincenzo Bonaiuti de' Galilei,Galileo Galilei
Newton,ისააკ ნიუტონი,,Isaac Newton
gregorian,გრიგორიანული კალენდარი 1582 წ,,Gregorian calendar 1582
shang-dynasty,გ. 1600-1046 წწ,,c. 1600-1046 BC
western-zhou,გ. 1046-771 წწ,,c. 1046-771 BC
eastern-zhou,770-256 წწ,,770-256 BC
qin-dynasty,ქინი 221-207 ძვ.წ,,Qin 221-207 BC
western-han,207 წ – 9 ახ.წ,,207 BC – 9 CE
eastern-han,25-220 წწ,,25-220 CE
three-kingdoms,სამი სამეფო 220-280 წწ,,Three kingdoms 220-280 CE
